9583379	ねん
9183887	こう
8505262	てい
7772452	る。
7405632	た。
7376668	かい
7322026	せい
6055547	して
5826378	かん
5475231	しょう
5403302	たい
5302761	だい
5270309	した
5265109	され
5256870	とう
5091465	せん
4855659	んの
4738966	った
4677900	ある
4548205	うし
4479608	よう
4308947	する
4290258	どう
4275891	いる
4180068	んに
4169936	は、
4080978	しん
3979897	けん
3926642	じょう
3886540	であ
3878955	さい
3794138	がつ
3547005	から
3534000	けい
3531393	んと
3525286	きょう
3487400	うに
3465611	うの
3414179	いし
3357187	れた
3288771	とし
3282935	んか
3267641	うか
3238113	いの
3212650	って
3176923	いた
3170898	そう
3069845	しゅう
3042732	こと
2991288	ほう
2909176	いが
2855411	ちょう
2846988	んが
2776268	ない
2753137	いん
2737654	んし
2720948	いに
2677741	いか
2644004	いさ
2638914	には
2620671	げん
2614324	うが
2577981	がく
2508341	うと
2479272	り、
2441789	こく
2434521	んで
2399809	れて
2397591	うさ
2358079	さん
2341037	では
2326886	し、
2296825	にん
2291158	うを
2283417	うせ
2283050	てん
2269901	かく
2258917	んを
2247047	めい
2233279	ちゅう
2215149	いと
2199804	んこ
2185340	にち
2179735	てき
2171068	れる
2102552	きゅう
2082090	とな
2077601	んせ
2038085	んは
2027422	が、
1984000	いは
1976726	なっ
1953689	えん
1943268	いて
1932531	うこ
1932258	いせ
1930098	うは
1922000	んど
1913051	りょう
1892542	によ
1859181	うで
1853658	るこ
1835446	ぜん
1827905	くし
1820327	くの
1803874	はい
1782321	うじ
1780582	のこ
1770542	んだ
1762238	のか
1761854	ぶん
1741177	ざい
1739389	いこ
1729328	ると
1725207	えい
1712540	いで
1703326	いち
1697694	おお
1688708	られ
1665265	ゆう
1653937	この
1649522	はん
1648834	さく
1647057	あい
1639447	いを
1630346	その
1624495	がい
1616737	んさ
1610660	のう
1607945	んた
1584206	っぽ
1581473	にっ
1562166	らい
1559688	じん
1557952	らん
1554398	くに
1552027	りー
1541193	んす
1529590	とい
1523074	ぽん
1517629	うけ
1501779	など
1493491	んぐ
1485220	うす
1481403	ぎょう
1465591	ぐん
1461988	とく
1459380	、こ
1458604	うい
1458164	ため
1452391	もの
1442785	きに
1435981	ばん
1430665	いき
1411534	とも
1411487	だん
1397642	ごう
1396094	っと
1386723	すと
1378400	んしゅ
1373940	たが
1366467	なか
1361230	ーと
1350445	にお
1340342	ん、
1332298	にか
1331823	ーる
1325666	せつ
1323107	しき
1318867	きん
1318229	のし
1304988	いす
1299819	かの
1295592	にあ
1294433	、か
1292490	のた
1291408	ほん
1285194	やく
1256539	ひょう
1255863	つの
1253206	おう
1251206	があ
1248982	んじ
1247248	あっ
1246069	っく
1245712	うしょ
1232163	れん
1231843	たん
1221149	にな
1220269	りつ
1213654	との
1213152	たー
1206817	はつ
1205032	なる
1200034	より
1195879	たか
1187049	いう
1176436	かし
1175056	のあ
1172901	いっ
1172389	で、
1170182	んて
1165175	くと
